Name,Citations_All,H-Index_All,i10-Index_All,Journals,Journal Description,No. of Journals
Dr.Senthil Kumar M,349,12,14,Hierarchical optimization of green routing for mobile advertisement vehicle,Greenhouse gas emission in transport sector is a major problem with its harmful effects on environment and population. This paper proposes to devise green routing solution for Mobile Advertisement Vehicle (MAV). The objective of the problem is to minimize route cost and carbon emission under time dependent speed constraint. The problem is modelled with hierarchical optimization and is solved in stages. This paper also highlights the idling emission estimation and its impact on the total emission. The problem is solved using Hybrid Particle Swarm Optimization (HPSO) and the minimum cost routes obtained are improved using local exchange operator to minimize emission. The model is tested on a case study of mobile advertisement vehicle which produces minimum emission routes.,20
Dr.Senthil Kumar M,349,12,14,Cost analysis of a bulk service retrial queue,"This paper studies a batch arrival general bulk service retrial queueing model with constant retrial rate. The primary customers arrive in bulk according to Poisson process and they get service under general bulk service rule with minimum of one customer and maximum of ‘b’ customers. If the arriving batch of customers, of size ‘ζ ’, 1≤ζ ≤ b , finds the server free, then all of them get service immediately; while, if the size of the arriving batch is more than ‘b’, then, ‘b’ customers enter the service station and the remaining ζ - b customers join the orbit. However, if an arriving batch of customers finds the server busy, then the entire batch joins the orbit in order to seek service again. The customers in the orbit will try for service one by one with a constant retrial rate ‘v’ when the server is idle. For the proposed model, the probability generating function of the steady-state queue size distribution at an arbitrary time, expected …",20
Dr.Senthil Kumar M,349,12,14,"Analysis of Single Server Retrial Queue with Batch Arrivals, Two Phases of Heterogeneous Service and Multiple Vacations with N–Policy","We consider a single server retrial queue with batch arrivals, two phases of heterogeneous service and multiple vacations with N-policy. The primary arrivals find the server busy or doing secondary job (vacation) will join orbit (group of repeated calls). If the number of repeated calls in orbit is less than N, the server does the secondary job repeatedly until the retrial group size reaches N. At the secondary job completion epoch, if the orbit size is at least N, then server remains in the system to render service either for primary calls or for repeated calls. For the proposed model, we carry out steady state system size distribution of number of customers in retrial group. We discuss its application of the proposed model to the analysis of a communication protocol like SMTP (Simple Mail Transfer Protocol), TCP/IP (Transmission Control Protocol/Internet Protocol) and etc.",20
Dr.Senthil Kumar M,349,12,14,Optimal control of a rumor model with group propagation over complex networks,"Rumor is an unauthenticated statement that gives significant changes in the social life of the people, financial markets (stocks and trades), etc. By incorporating the dissemination of rumor through groups in social, mobile networks and by considering the people’s cognitive factor (hesitate and forget), a new model on the rumor spreading process is presented in this paper. The spreading dynamics of rumor in homogeneous and heterogeneous networks is analyzed by using mean-field theory. The reproduction number is obtained by using the next-generation matrix. The global stability of the rumor-free equilibrium for the homogeneous and heterogeneous model is proved elaborately. An optimal control problem is developed to minimize the hesitators and infected persons and the existence of optimality is shown using Pontryagin’s Minimum Principle. The hesitating and forgetting mechanism has a great impact on the …",20
Dr.Senthil Kumar M,349,12,14,Optimal control of malware spreading model with tracing and patching in wireless sensor networks,"Wireless sensor networks (WSNs), which emerge from an un-attended environment monitoring, are deployed for monitoring purposes in different environments. But, WSNs suffer from vulnerable malware to propagate via exploiting message exchange among the sensor nodes. To draw attention to this issue, this paper investigates an optimal control strategy to reduce the spread of malware in wireless sensor networks. A node-based epidemic model Susceptible-Infected-Traced-Patched-Susceptible is analyzed. The optimal control strategies are analytically investigated. The proposed optimal strategy achieves a low level of infections at a low cost. Finally, numerical illustrations are presented to show the spread of malware through infected nodes which can be effectively suppressed by adopting the suitable optimal control strategy.",20
Dr.Senthil Kumar M,349,12,14,Performance analysis of single server non-Markovian retrial queue with working vacation and constant retrial policy,"This paper analyses an M/G/1 retrial queue with working vacation and constant retrial policy. As soon as the system becomes empty, the server begins a working vacation. The server works with different service rates rather than completely stopping service during a vacation. We construct the mathematical model and derive the steady-state queue distribution of number of customer in the retrial group. The effects of various performance measures are derived.",20
Dr.Senthil Kumar M,349,12,14,Delay Analysis of Orderly Reattempts in Retrial Queueing System with Phase Type Retrial Time,"Retrial queueing systems play a major role in many communication systems. The delay analysis of such systems poses an interesting problem in communication engineering. This has motivated us to analyze the waiting time distribution of a multi-server retrial queueing system with phase type retrial time, impatience and Bernoulli abandonments. The impact of retrial time on waiting time and other system characteristics is analyzed by determining the waiting time distribution. Numerical examples are presented to reveal the impact of the parameters.",20
Dr.Senthil Kumar M,349,12,14,Heterogeneous Projection of Disruptive Malware Prevalence in Mobile Social Networks,"Segregating the latency phase from the actual disruptive phase of certain mobile malware grades offers more opportunities to effectively mitigate the viral spread in its early stages. Inspired by epidemiology, in this letter, a stochastic propagation model that accounts for infection latency of disruptive malware in both personal and spatial social links between constituent mobile network user pairs is proposed. To elucidate the true impact of unique user attributes on the virulence of the proposed spreading process, heterogeneity in transition rates is also considered in an approximated mean-field epidemic network model. Furthermore, derivations for the system equilibrium and stability analysis are provided. Simulation results showcase the viability of our model in contrasting between latent and disruptive infection stages with respect to a homogeneous population-level benchmark model.",20
Dr.Senthil Kumar M,349,12,14,Text to speech system for telugu language,"Telugu is one of the oldest languages in India. This paper describes the development of Telugu Text-to-Speech System (TTS). In Telugu TTS the input is Telugu text in Unicode. The voices are sampled from real recorded speech. The objective of a text to speech system is to convert an arbitrary text into its corresponding spoken waveform. Speech synthesis is a process of building machinery that can generate human-like speech from any text input to imitate human speakers. Text processing and speech generation are two main components of a text to speech system. To build a natural sounding speech synthesis system, it is essential that text processing component produce an appropriate sequence of phonemic units. Generation of sequence of phonetic units for a given standard word is referred to as letter to phoneme rule or text to phoneme rule. The complexity of these rules and their derivation depends upon the nature of the language. The quality of a speech synthesizer is judged by its closeness to the natural human voice and understandability. In this paper we described an approach to build a Telugu TTS system using concatenative synthesis method with syllable as a basic unit of concatenation.",20
Dr.Periakaruppan R M,7,2,0,COVID-19 pandemic is an eye-opener for academicians to use the technology in the teaching–learning process,Few things exist in life from the beginning but you don't realize until they become a habit. Education is also one of those things which cannot be exempted from this. The lockdown forced most of the academicians to take some determining decisions and new interests to revamp the teaching–learning process. The objective of this study is to analyze the impact of technology in teaching–learning process before and after a pandemic. This analysis is done by statistical tests using paired t-test and z-test by collecting data from students and teachers. Results show that this pandemic is an eye-opener for academicians to use the technology in teaching–learning process.,7
Dr.Periakaruppan R M,7,2,0,Automatic Clustering of Research Articles Using Domain Ontology and Fuzzy Logic,"Today, one of the key tasks for Web based learning is to retrieve research articles of specific domains. To accomplish this task, data mining techniques and semantic web technologies can be used to retrieve user relevant documents. In this work we extract author supplied keywords from a collection of computer science articles, which has a strong influence on the topic of the article when compared with other words. For these keywords term weight is computed using Fuzzy Logic which uses three criteria namely mapping with concept in domain ontology, keyword frequency in the title and keyword frequency in abstract. Using domain ontology, keywords of each document with their term weights are represented hierarchically as XML documents and they are clustered. The experimental results show that the proposed technique yields better precision and recall rates when compared with some of the existing …",7
Dr.Periakaruppan R M,7,2,0,A Prufer Sequence Based Approach to Measure Structural Similarity of XML Documents,"XML is a W3C standard for exchange of semi-structured data. For many applications it is necessary to extract information from semi-structured data which is a complex task. In this paper we address the problem of computing structural similarity of XML documents which play a crucial role in clustering process. Previous works on path based approach fail to capture the sibling relationship among the nodes and also ignore the similarity when the nodes in the paths to be matched, are not in the same order but still convey same semantics. Another weakness of this approach is in the case of the partial path match, is that the level information is not taken into account when the nodes to be compared appear in different hierarchical level. To address these issues, we describe a method based on Prufer Sequence for measuring the structural similarity of XML documents, in this paper. Benefit of Prufer sequence based …",7
Dr.Periakaruppan R M,7,2,0,Formulation and Enhancement of User Adaptive Access to the Learning Resources in E-Learning Using Fuzzy Inference Engine,"The learning resources used in teaching and learning process are highly important and so, are considered to be primary building blocks of the learning environment. This paper is devoted to propose a methodology to support and enhance adaptive access to the knowledge residing in a learning resource based on varying user contexts. In the proposed approach, user and learning resources are represented using ontology and fuzzy logic is employed to identify the knowledge level of the student to improve the adaptability of access to the learning resource. Experiment results show that this approach enhances adaptive access to the knowledge in learning resource. This proposed approach outperforms the baseline approach that uses ontology mapping.",7
Dr.Periakaruppan R M,7,2,0,COVID-19 Pandemic is an Eye-Opener for Academicians to Use the Technology in the Teaching–Learning Process,Few things exist in life from the beginning but you don't realize until they become a habit. Education is also one of those things which cannot be exempted from this. The lockdown forced most of the academicians to take some determining decisions and new interests to revamp the teaching–learning process. The objective of this study is to analyze the impact of technology in teaching–learning process before and after a pandemic. This analysis is done by statistical tests using paired t-test and z-test by collecting data from students and teachers. Results show that this pandemic is an eye-opener for academicians to use the technology in teaching–learning process.,7
Dr.Periakaruppan R M,7,2,0,Teaching Programming Laboratory Courses Online During Covid-19 Pandemic.,"During this pandemic, because of COVID-19, all the students and teachers are stranded in their homes and everyone is forced to learn online. This study investigates the effectiveness of distributed pair programming to produce long-lasting learning experiences that meaningfully change the online learner's outlook. This methodology has brought the benefit of automating the generation of compatible pairs. Pair programming-based learning with compatible pair personalizes the ability to learn at scale and enhances the competency and expertise of the learners in problem-solving and coding skills in laboratory courses. A coding competence of a learner in a laboratory subject is the ability of the learner to perform effectively with improved morale and social self-determination. This study explored online learners' perceptions on pair compatibility during covid-19 in enhancing the competency of the learners by …",7
Dr.Periakaruppan R M,7,2,0,Clustering XML Documents for Web Based Learning,"The Web is increasingly used as a source of information for learning. Hence it is necessary that information on the web should be organized so that it can be used by the stakeholders efficiently. Most of the information in web is available in the form of XML documents. Grouping/clustering XML documents enhances the information retrieval process effectiveness. Computation of XML document similarity is a crucial task in clustering XML documents. In this paper we proposed a novel method to compute semantic structural similarity of an XML document by merging similar paths to address the above issues. In this method XML documents to be compared are represented by extracting all the paths from the root to the leaves and the comparison of paths is done based on a newly developed path matching algorithm. Similarity scores are given for exact, partial and contained in matches. In case of partial match …",7
Dr.Shina Sheen,307,8,7,Android based malware detection using a multifeature collaborative decision fusion approach,"Smart mobile device usage has expanded at a very high rate all over the world. Since the mobile devices nowadays are used for a wide variety of application areas like personal communication, data storage and entertainment, security threats emerge, comparable to those which a conventional PC is exposed to. Mobile malware has been growing in scale and complexity as smartphone usage continues to rise. Android has surpassed other mobile platforms as the most popular whilst also witnessing a dramatic increase in malware targeting the platform. In this work, we have considered Android based malware for analysis and a scalable detection mechanism is designed using multifeature collaborative decision fusion (MCDF). The different features of a malicious file like the permission based features and the API call based features are considered in order to provide a better detection by training an ensemble of …",19
Dr.Shina Sheen,307,8,7,Network intrusion detection using feature selection and Decision tree classifier,"Security of computers and the networks that connect them is increasingly becoming of great significance. Machine learning techniques such as Decision trees have been applied to the field of intrusion detection. Machine learning techniques can learn normal and anomalous patterns from training data and generate classifiers that are used to detect attacks on computer system. In general the input to classifiers is in a high dimension feature space, but not all features are relevant to the classes to be classified. Feature selection is a very important step in classification since the inclusion of irrelevant and redundant features often degrade the performance of classification algorithms both in speed and accuracy. In this paper, we have considered three different approaches for feature selection, Chi square, Information Gain and ReliefF which is based on filter approach. A comparative study of the three approaches is done �",19
Dr.Shina Sheen,307,8,7,Malware detection by pruning of parallel ensembles using harmony search,"Detection of malware using data mining techniques has been explored extensively. Techniques used for detecting malware based on structural features rely on being able to identify anomalies in the structure of executable files. The structural attributes of an executable that can be extracted include byte ngrams, Portable Executable (PE) features, API call sequences and Strings. After a thorough analysis we have extracted various features from executable files and applied it on an ensemble of classifiers to efficiently detect malware. Ensemble methods combine several individual pattern classifiers in order to achieve better classification. The challenge is to choose the minimal number of classifiers that achieve the best performance. An ensemble that contains too many members might incur large storage requirements and even reduce the classification performance. Hence the goal of ensemble pruning is to identify a …",19
Dr.Shina Sheen,307,8,7,Ransomware detection by mining API call usage,"In the recent past one of the harmful forms of malware seen is the Ransomware. The year 2016 has seen a huge rise in ransomware attacks. According to the study by Tripwire, Ransomware has done the most amount of damage to organizations in 2017, followed by DDoS, Malicious Insiders, Phishing, and Known/Unknown Vulnerabilities. In this work, Application Programming Interface (API) calls are extracted from the executables and the most discriminating API calls are used to train a classifier to detect unknown ransomware. We have tested our method on various classifiers like Decision trees, KNN, Random forest. Class imbalance due to the difference in the number of samples available in two classes - Ransomware and benign is also considered. It is seen that Random forest with smote for class imbalance has given a detection rate of over 98%. A large number of ransomware samples have been analyzed �",19
Dr.Shina Sheen,307,8,7,Detection of stegobot: A covert social network botnet,"StegoBot is a recently discovered social network security threat that allows probabilistically unobservable communication through social network. The main aim of a Stegobot is to spread social malware and steal the information from targeted machines. Stegobot takes the advantage of image Steganography to hide the presence of communication within the image sharing behavior of user interaction. In this paper, we present a detection scheme to detect StegoBot. We analyzed different entropies of images to show that image files are generally very sensitive to embedding. Ensemble classification is employed here as a powerful tool that allows fast detection of StegoBot. The power of the proposed framework is demonstrated on different social networks with different evaluation metrics.",19
Dr.Shina Sheen,307,8,7,Multilevel analysis to detect covert social botnet in multimedia social networks,"In recent years, social botnets have become a major security threat to both online social networking websites and their users. Social bots communicate over probabilistically unobservable communication channels and steal sensitive information from its victims. Stegobot is a social botnet which uses image steganography to hide the presence of communication. Since these botnets exhibit unique propagation methods, existing botnet detection techniques cannot identify these bots. In this paper, we propose an effective method to detect Stegobot hosts within a monitored social network. Based on the observations, Stegobot often has a differentiable communication pattern because of the unique design and implementation. Hence by investigating each host profile activity, it is possible to determine whether the profile is a Stegobot or normal. Our experiments show that the traffic patterns among Stegobot and normal �",19
Dr.Shina Sheen,307,8,7,Darknet traffic analysis and classification using numerical AGM and mean shift clustering algorithm,"The cyberspace continues to evolve more complex than ever anticipated, and same is the case with security dynamics there. As our dependence on cyberspace is increasing day-by-day, regular and systematic monitoring of cyberspace security has become very essential. A darknet is one such monitoring framework for deducing malicious activities and the attack patterns in the cyberspace. Darknet traffic is the spurious traffic observed in the empty address space, i.e., a set of globally valid Internet Protocol (IP) addresses which are not assigned to any hosts or devices. In an ideal secure network system, no traffic is expected to arrive on such a darknet IP space. However, in reality, noticeable amount of traffic is observed in this space primarily due to the Internet wide malicious activities, attacks and sometimes due to the network level misconfigurations. Analyzing such traffic and finding distinct attack patterns present …",19
Dr.Shina Sheen,307,8,7,Malware detection in Android files based on multiple levels of learning and diverse data sources,"Smart mobile device usage has expanded at a very high rate all over the world. Mobile devices have experienced a rapid shift from pure telecommunication devices to small ubiquitous computing platforms. They run sophisticated operating systems that need to confront the same risks as desktop computers, with Android as the most targeted platform for malware. The processing power is one of the factors that differentiate PC's and mobile phones. Mobile phones are more compact and therefore limited in memory and depend on a limited battery power for their energy needs. Hence developing apps to run on these devices should take into consideration the above mentioned factors. To improve the speed of detection, a multilevel detection mechanism using diverse data sources is designed for detecting malware balancing between the accuracy of detection and usage of less compute intensive computations. In this …",19
Dr.Shina Sheen,307,8,7,Ensemble pruning using harmony search,"In recent years, a number of works proposing the combination of multiple classifiers to produce a single classification have been reported. The resulting classifier, referred to as an ensemble classifier, is generally found to be more accurate than any of the individual classifiers making up the ensemble. In an ensemble of classifiers, it is hoped that each individual classifier will focus on different aspects of the data and error under different circumstances. By combining a set of so-called base classifiers, the deficiencies of each classifier may be compensated by the efficiency of the others. Ensemble pruning deals with the reduction of an ensemble of predictive models in order to improve its efficiency and performance. Ensemble pruning can be considered as an optimization problem. In our work we propose the use of Harmony search, a music inspired algorithm to prune and select the best combination of …",19
Dr.Shina Sheen,307,8,7,"Hybrid Artificial Intelligent Systems: 7th International Conference, HAIS 2012, Salamanca, Spain, March 28-30th, 2012",,19
Dr.Shina Sheen,307,8,7,"Digital Connectivity–Social Impact: 51st Annual Convention of the Computer Society of India, CSI 2016, Coimbatore, India, December 8-9, 2016, Proceedings","The most recent advancements in the dynamically expanding realm of Internet and networking technologies have provided a scope for research and development in computer science and its allied thrust areas. In this series, CSI 2016 organized by the CSI Coimbatore Chapter during December 8–10, 2016, invited submission of high-quality, original scientific papers presenting novel research, focusing on information and communication technologies (ICT) and generally all interdisciplinary streams of engineering sciences, having a central focus on “Digital Connectivity–Social Impact.” It is an opportunity for researchers to meet and discuss solutions, scientific results, and methods in solving intriguing problems. The theme “Digital Connectivity–Social Impact” was selected to highlight the importance of technology in solving social problems and thereby creating a long-term impact on society. The convention invites papers in four distinguished areas including computational intelligence, IT for society, network computing, and information science. Papers were solicited from industry, government, and academia (including students) covering relevant research, technologies, methodologies, tools, and case studies. The aim of the convention was to explore and emphasize the role of technology in real-world problems.",19
Dr.Shina Sheen,307,8,7,"Computational Intelligence, Cyber Security and Computational Models","The most recent advancements in the dynamically expanding realm of Internet and networking technologies have provided a scope for research and development in computer science and its allied thrust areas. To provide a broad interdisciplinary research forum, the International Conference on Computational Intelligence, Cyber Security and Computational Models (ICC3 2015) is organized by the Department of Applied Mathematics and Computational Sciences of PSG College of Technology, during 17–19 December 2015. The principal objective of this conference is to discuss the state-of-art scientific approaches, techniques and results to explore the cutting-edge ideas and to promote collaborative research in the areas of computational intelligence, cyber security and computational models to enable establishing research relations worldwide. Computational intelligence (CI), a dynamic domain of modern …",19
Dr.Shina Sheen,307,8,7,Comparative Study of Two-and Multi-Class-Classification-Based Detection of Malicious Executables Using Soft Computing Techniques on Exhaustive Feature Set,"Detection of malware using soft computing methods has been explored extensively by many malware researchers to enable fast and infallible detection of newly released malware. In this work, we did a comparative study of two- and multi-class-classification-based detection of malicious executables using soft computing techniques on exhaustive feature set. During this comparative study, a rigorous analysis of static features, extracted from benign and malicious files, was conducted. For the analysis purpose, a generic framework was devised and is presented in this paper. Reference dataset (RDS) from National software reference library (NSRL) was explored in this study as a mean for filtering out benign files during analysis. Finally, through well-corroborated experiments, it is shown that AdaBoost, when combined with algorithms such as C4.5 and random forest with two-class classification, outperforms …",19
Dr.Shina Sheen,307,8,7,Early Detection of Android Locker Ransomware Through Foreground Activity Analysis,"The usage of Android smartphones is rapidly increasing. The users are unaware of the malware activities which may target their mobile phones. This paper focuses on a particular kind of malware named ransomware that turned out to be a massive security threat to end-users, large organizations, and enterprises. In recent times, locker ransomware has been playing a major havoc in Android families. Locker ransomware blackmails victims for ransom by compulsorily locking the devices. We propose a model based on dynamic analysis to detect the locker ransomware variants using foreground analysis.",19
Dr.Shina Sheen,307,8,7,A novel node splitting criteria for decision trees based on theil index,The performance of detectors using decision trees can be improved by reducing the average height of the tree for faster detection. We propose a new attribute splitting criteria for decision tree construction using the concept of Theil index. The Theil index is a statistic used to measure economic inequality. Results show a decrease in average height compared to the frequently used trees like ID3 and C4.5 using impurity measure as the splitting criterion. Detection of malware using data mining techniques has been explored extensively. Techniques used for detecting malware based on structural features rely on being able to identify anomalies in the structure of executable files. These features might indicate that the file was created or infected to perform malicious activity. They are applied to a decision tree using Theil index as splitting criterion for classification as malware or benign files.,19
Dr.Shina Sheen,307,8,7,Evaluation and Recommendation of Fertility Hospitals Through Multi Criteria Decision Making and Rank Correlation,"While the increase of infertility all over the world is difficult to assess given the inconsistencies in defining infertility, about 15% of couples have difficulty in conceiving a baby at some point in their lives. At the same time the growth of fertility hospitals also has multiplied in the current years. The fertility treatment involving multiple factors from basic guidance to advanced Artificial Reproduction Techniques (ART), a common man may not be able to analyze and choose the best fertility hospitals. Involving multiple criteria like facilities, cost, distance etc., the problem is suitable perfectly for Multi-Criteria Decision Making methods (MCDM) of operations research. In this work, fertility hospitals are being ranked using MCDM methods and the disagreement of ranks are studied with the help of Kendall’s correlation method and the ranks of all hospitals based on multi-criteria and multiple-alternatives are provided. Sensitivity …",19
Dr.Shina Sheen,307,8,7,R-Sentry: Deception based ransomware detection using file access patterns,"Ransomware has emerged as a major threat to users, resorting to file encryption and system locking, demanding a ransom to release their files. Current mitigation techniques are reactive, leading to the loss of files before ransomware is identified. We propose R-Sentry, a lightweight and real-time solution using honey files as deception, for the early detection of crypto ransomware. Honey files are disseminated throughout the filesystem, which if accessed, will alert the detection system leading to proactive termination of the ransomware process before encryption begins. Determining the optimal placement of honey files within a file system is challenging. R Sentry determines the optimal placement of honey files across various folders by analyzing the file traversal patterns of existing and future ransomware variants. Empirically we show that ransomware samples that follow several identified traversal patterns are …",19
Dr.Shina Sheen,307,8,7,"Computational Intelligence, Cyber Security and Computational Models: Proceedings of ICC3 2015","This book aims at promoting high-quality research by researchers and practitioners from academia and industry at the International Conference on Computational Intelligence, Cyber Security, and Computational Models ICC3 2015 organized by PSG College of Technology, Coimbatore, India during December 17�19, 2015. This book enriches with innovations in broad areas of research like computational modeling, computational intelligence and cyber security. These emerging inter disciplinary research areas have helped to solve multifaceted problems and gained lot of attention in recent years. This encompasses theory and applications, to provide design, analysis and modeling of the aforementioned key areas.",19
Dr.Shina Sheen,307,8,7,Analysis and detection of windows and android malware using structural feature based mining,"As the primary vehicle for most organized cybercrimes, malicious software or malware has become one of the most serious threats to computer systems and the Internet. With the recent advent of automated malware development toolkits, there is no need for amateur cyber-offenders to be familiar with the intricacies of coding or programming. This has led to a surge in the number of new malware threats and has created several major challenges for the Anti-virus industry. Malware has affected desktop computers and mobile devices alike. Microsoft Windows is the most widely used consumer operating system worldwide, mostly used in desktop computers. Hence a vulnerability identified in one system could compromise a large number of systems. On the other hand, the ubiquity of mobile devices has led to a growing adoption of mobile applications in a variety of application areas and 98.05% of all malware detected in 2013 targeted the Android platform, confirming both the popularity of this mobile OS and the vulnerability of its architecture. Hence, in this thesis the study and analysis of the malware affecting the above mentioned operating systems is done to find better solutions to mitigate the various threats caused by malware. The traditional methods of protecting a system through signature based detection are beset with drawbacks justifying the need to look for better and efficient solutions. This thesis aims to address the problems related to traditional methods and arrive at solutions that are more effective. The work in the thesis centers around investigating Data Mining approaches to design efficient malware detection mechanisms and to �",19
Dr.Malar B,23,3,0,Evolutionary isotonic separation for classification: theory and experiments,"Isotonic separation is a supervised machine learning technique where classification is represented as a linear programming problem (LPP) with an objective of minimizing the number of misclassifications. It is computationally expensive to solve the LPP using traditional methods when the dataset grows. Evolutionary isotonic separation (EIS), a hybrid classification algorithm, is introduced to tackle this issue. Here, isotonic separation acts as a host architecture where evolutionary framework based on genetic algorithm is embedded in the training phase of the isotonic separation, to find an optimum or near-optimum solution for the LPP. Evolutionary framework deploys a newly introduced slack vector to find the feasible solution. It also employs a position-based crossover operator to obtain the optimum or near-optimum solution. Experimental studies are conducted on Wisconsin Breast Cancer dataset and a …",11
Dr.Malar B,23,3,0,Isotonic separation with an instance selection algorithm using softset: Theory and experiments,"In supervised machine learning, a training set containing labeled instances is taken by a learning algorithm to construct a model that is subsequently used for determining the class label of new instances. Isotonic separation is a supervised machine learning technique in which classification is represented as a Linear Programming Problem (LPP) with an objective of minimizing the number of misclassifications. It is computationally expensive to solve the LPP using traditional methods for a large dataset. Characteristics of the training set such as size, presence of noisy data, influence the learning algorithm and classification performance. To resolve this issue, this paper introduces a new linearithmic time algorithm called Soft set based instance selection algorithm (SOFIA) which provides a condensed dataset for a learning algorithm. And, a hybrid classification algorithm, SOFIAIS which utilizes SOFIA for instance selection and isotonic separation (IS) for classification is introduced. Two sets of experimental studies are conducted on Wisconsin Breast Cancer dataset and the results are reported. First, experiments are performed on SOFIA-IS and the results are compared with isotonic separation and its variants. Then experiments are done on state of the art machine learning techniques by including SOFIA for instance selection and the results are compared with same techniques without SOFIA. Experimental and statistical results show that the condensed sets obtained by SOFIA are optimum, and SOFIA-IS and SOFIA based machine learning techniques are better in terms of classification accuracy, time and space complexity.",11
Dr.Malar B,23,3,0,A hybrid isotonic separation training algorithm with correlation-based isotonic feature selection for binary classification,"Isotonic separation is a classification technique which constructs a model by transforming the training set into a linear programming problem (LPP). It is computationally expensive to solve large-scale LPPs using traditional methods when data set grows. This paper proposes a hybrid binary classification algorithm, meta-heuristic isotonic separation with particle swarm optimization and convergence criterion (MeHeIS–CPSO), in which a particle swarm optimization-based meta-heuristic is embedded in the training phase to find a solution for LPP. The proposed framework formulates the LPP as a directed acyclic graph (DAG) and arranges decision variables using topological sort. It obtains a new threshold value from training set and sets up a convergence criterion using this threshold. It also deploys a new correlation coefficient-based supervised feature selection technique to select isotonic features and …",11
Dr.Malar B,23,3,0,A novel Tag Score (T_S) model with improved K-means for clustering tweets,"Clustering of tweets is useful for analyzing the attitudes of people towards a particular product. The companies can use this analysis to modify their products to meet the needs of people. Recently, K-means clustering is widely used to cluster the tweets with bag of words as a feature set. The key factors contributing to the quality of clusters and performance of clustering are dimensionality reduction and initial selection of centroids. This paper addresses these issues using a newly proposed Tag Score (T_S) model with improved K-means in which semantically similar features from bag of words are grouped into tags, scores are modified based on sentiment polarity values and the initial centroids are selected with the help of sentiment scores. The performance of the proposed T_S model with improved K-means is compared with T_S model with random K-means and conventional word vectors with random K …",11
Dr.Malar B,23,3,0,An online isotonic separation with cascade architecture for binary classification,"Isotonic separation (IS) is a non-parametric classification technique which constructs an isotonic function from ordered data. The rationale is to convert partially isotonic data into isotonic using a linear programming problem (LPP) and partition the input space into isotonic and non-isotonic regions to make predictions easier. Despite the widespread applications of IS in diverse domains where monotonicity exists, it has certain limitations: Firstly, computing time and the constraints of the LPP in isotonic separation increase polynomially as size of the data increases and it is highly complex to solve the LPP and obtain the model on large data sets. In order to support dynamic stream data and address the computational overhead and size of the LPP issues, this paper proposes an online isotonic separation algorithm called Cascade-IS (CIS) for binary classification. The rationale behind CIS is that it splits the data set into a …",11
Dr.Malar B,23,3,0,"Sentiment Thesaurus, Synset and Word2Vec Based Improvement in Bigram Model for Classifying Product Reviews","Classifying product reviews is one of the tasks in Natural Language Processing by which the sentiment of the reviewer towards a product can be identified. This identification is useful for the growth of the business by increasing the number of satisfied customers through product quality improvement. Bigram models are more popular in performing this classification since it considers the occurrence of two words consecutively in the reviews. In the existing works on bigram models, semantically similar words to the words present in bigrams are not considered. As the reviewers use different words with the same meaning to express their feeling, we proposed improved bigram models in which semantically similar words to the words in bigrams are also used for classifying the reviews. In the proposed models, sentiment polarity thesaurus is constructed by including sentiment words and their synonyms. The combinations of …",11
Dr.Malar B,23,3,0,Conformal Isotonic Separation for Binary Classification,,11
Dr.Malar B,23,3,0,A Risk-Based Ensemble Classifier for Breast Cancer Diagnosis,"Ensemble learning is a process of obtaining a better prediction by combining the predictions of multiple classifiers. It overcomes the difficulty of traditional machine learning algorithms, overfitting, and under-fitting by aggregating the traditional classifiers. It reduces the chance of misclassification by fitting a data point in the wrong model. Aggregation of traditional classifiers is done by voting, bagging, stacking, cascading, or boosting. This paper introduces a risk-based ensemble classifier which predicts a test data by aggregating the predictions of multiple classifiers and calculating the expected risk for each class from the predictions. Then, a class with minimum risk is assigned to a data point. Empirical and statistical experiments are done on a Wisconsin breast cancer data set (WBCD) and results are displayed. The results reveal that risk-based ensemble classifier outperforms the base classifiers.",11
Dr.Malar B,23,3,0,Distributed ensemble based iterative classification for churn analysis and prediction of dropout ratio in e-learning,Churn in e-learning refers to learners who gradually perform less and become lethargic and may potentially drop out from the course. Churn prediction is a highly sensitive and critical task in an e-learning system because inaccurate predictions might cause undesired consequences. A lot of approaches proposed in the literature analyzed and modeled churn prediction using learner’s personal attributes from learner profiles and their overall performance. The major concern with existing approaches is that the accuracy of prediction is not satisfactory as the model is built on the sample data with limited features. This paper addresses this issue by proposing a distributed iterative classifier that deploys an ensemble learning algorithm to generalize the model for predicting potential churn from personal attributes. Predictions from the base classifier are obtained using a distributed iterative classification algorithm that …,11
Dr.Malar B,23,3,0,"Computational Intelligence, Cyber Security and Computational Models. Models and Techniques for Intelligent Systems and Automation: 4th International Conference, ICC3 2019 …",,11
Dr.Malar B,23,3,0,Heuristic and model based approaches for binary classification using isotonic separation,"Isotonic separation is a classification technique that separates ddimensional data in a domain where a meaningful ordering exists not only between class labels, but also on the value set of each feature. Isotonic separation works on both discrete and continuous outcome models. Given a data set with n instances and d features, the basic idea behind isotonic separation is to formulate a maximum flow network, or a linear programming problem (LPP). Based on the solution obtained from any one of the above models, the d-dimensional input space is partitioned into a number of regions: an isotonic region for each class, and a non isotonic region. The unknown test data will be classified based on the region where it appears in the input space. The major issues identified in isotonic separation are computational complexity, feature selection, and problem size reduction. Computational complexity measures the time taken��",11
